,.INX_Open,.INX_High,.INX_Low,.INX_Close,.INX_Volume
2012-01-20,1308.07,1315.49,1308.07,1314.5,663577739
2012-01-21,1314.49,1315.38,1309.17,1315.38,878320204
2012-01-24,1315.29,1322.28,1309.89,1316.0,583433166
2012-01-25,1315.96,1315.96,1306.06,1314.65,584740700
2012-01-26,1314.4,1328.3,1307.65,1326.06,686713041
2012-01-27,1326.28,1333.47,1313.6,1318.43,701746291
2012-01-28,1318.25,1320.06,1311.72,1316.33,676624808
2012-01-31,1316.16,1316.16,1300.49,1313.01,577400499
2012-02-01,1313.53,1321.41,1306.69,1312.41,797230530
2012-02-02,1312.45,1330.52,1312.45,1324.09,672663549
2012-02-03,1324.24,1329.19,1321.57,1325.54,584223678
2012-02-04,1326.21,1345.34,1326.21,1344.9,665334625
2012-02-07,1344.32,1344.36,1337.52,1344.33,531777345
2012-02-08,1344.33,1349.24,1335.92,1347.05,535133187
2012-02-09,1347.04,1351.0,1341.95,1349.96,595613858
2012-02-10,1349.97,1354.32,1344.63,1351.95,607917970
2012-02-11,1351.21,1351.21,1337.35,1342.64,563291630
2012-02-14,1343.06,1353.35,1343.06,1351.77,509390609
2012-02-15,1351.3,1351.3,1340.83,1350.5,575332506
2012-02-16,1350.52,1355.87,1340.8,1343.23,620012187
2012-02-17,1342.61,1359.02,1341.22,1358.04,613533771
2012-02-18,1358.06,1363.4,1357.24,1361.23,847908850
2012-02-22,1361.22,1367.76,1358.11,1362.21,621983546
2012-02-23,1362.11,1362.7,1355.53,1357.66,564038053
2012-02-24,1357.53,1364.24,1352.28,1363.46,568546577
2012-02-25,1363.46,1368.92,1363.46,1365.74,472036616
2012-02-28,1365.2,1371.94,1354.92,1367.59,572529581
2012-02-29,1367.56,1373.09,1365.97,1372.18,586648487
2012-03-01,1372.2,1378.04,1363.81,1365.68,839339980
2012-03-02,1365.9,1376.17,1365.9,1374.09,617111542
2012-03-03,1374.09,1374.53,1366.42,1369.63,471320835
2012-03-06,1369.59,1369.59,1359.13,1364.33,529724230
2012-03-07,1363.63,1363.63,1340.03,1343.36,658266389
2012-03-08,1343.39,1354.85,1343.39,1352.63,618036749
2012-03-09,1352.65,1368.72,1352.65,1365.91,531454112
2012-03-10,1365.97,1374.76,1365.97,1370.87,517234992
2012-03-13,1370.78,1373.04,1366.69,1371.09,473774578
2012-03-14,1371.92,1396.13,1371.92,1395.95,672518459
2012-03-15,1395.95,1399.42,1389.97,1394.28,678427150
2012-03-16,1394.17,1402.63,1392.78,1402.6,662602465
2012-03-17,1402.55,1405.88,1401.47,1404.17,1343126631
2012-03-20,1404.17,1414.0,1402.43,1409.75,545546207
2012-03-21,1409.59,1409.59,1397.68,1405.52,543643460
2012-03-22,1405.52,1407.75,1400.64,1402.89,569390043
2012-03-23,1402.89,1402.89,1388.73,1392.78,568355543
2012-03-24,1392.78,1399.18,1386.87,1397.11,570172743
2012-03-27,1397.11,1416.58,1397.11,1416.51,556882643
2012-03-28,1416.55,1419.15,1411.95,1412.52,554126569
2012-03-29,1412.52,1413.65,1397.2,1405.54,632734666
2012-03-30,1405.39,1405.39,1391.56,1403.28,620549995
2012-03-31,1403.31,1410.89,1401.42,1408.47,744671689
2012-04-03,1408.47,1422.38,1404.46,1419.04,578591901
2012-04-04,1418.98,1419.0,1404.62,1413.38,638204924
2012-04-05,1413.09,1413.09,1394.09,1398.96,624983794
2012-04-06,1398.79,1401.6,1392.92,1398.08,538038547
2012-04-10,1397.45,1397.45,1378.24,1382.2,530184387
2012-04-11,1382.18,1383.01,1357.38,1358.59,722583719
2012-04-12,1358.98,1374.71,1358.98,1368.71,585197397
2012-04-13,1368.77,1388.13,1368.77,1387.57,539962524
2012-04-14,1387.61,1387.61,1369.85,1370.26,620009449
2012-04-17,1370.27,1379.66,1365.38,1369.57,587617167
2012-04-18,1369.57,1392.76,1369.57,1390.78,550794442
2012-04-19,1390.78,1390.78,1383.29,1385.14,552800131
2012-04-20,1385.08,1390.46,1370.3,1376.92,661352193
2012-04-21,1376.96,1387.4,1376.96,1378.53,869052153
2012-04-24,1378.53,1378.53,1358.79,1366.94,625934197
2012-04-25,1366.97,1375.57,1366.82,1371.97,607308502
2012-04-26,1372.11,1391.37,1372.11,1390.69,632292337
2012-04-27,1390.64,1402.09,1387.28,1399.98,587283652
2012-04-28,1400.19,1406.64,1397.31,1403.36,574386793
2012-05-01,1403.26,1403.26,1394.0,1397.91,607527520
2012-05-02,1397.86,1415.32,1395.73,1405.82,565454727
2012-05-03,1405.5,1405.5,1393.92,1402.31,546297587
2012-05-04,1402.32,1403.07,1388.71,1391.57,581533197
2012-05-05,1391.51,1391.51,1367.96,1369.1,585374439
2012-05-08,1368.79,1373.91,1363.94,1369.58,576964236
2012-05-09,1369.16,1369.16,1347.75,1363.72,675233654
2012-05-10,1363.2,1363.73,1343.13,1354.58,711609841
2012-05-11,1354.58,1365.88,1354.58,1357.99,647812474
2012-05-12,1358.11,1365.66,1348.89,1353.39,611356322
2012-05-15,1351.93,1351.93,1336.61,1338.35,618913447
2012-05-16,1338.36,1344.94,1328.41,1330.66,655384391
2012-05-17,1330.78,1341.78,1324.79,1324.8,665461660
2012-05-18,1324.82,1326.36,1304.86,1304.86,680754298
2012-05-19,1305.05,1312.24,1291.98,1295.22,975332248
2012-05-22,1295.73,1316.39,1295.73,1315.99,622745312
2012-05-23,1316.09,1328.49,1310.04,1316.63,622407702
2012-05-24,1316.02,1320.71,1296.53,1318.86,693140910
2012-05-25,1318.72,1324.14,1310.5,1320.68,614732934
2012-05-26,1320.81,1324.2,1314.23,1317.82,449802901
2012-05-30,1318.9,1334.93,1318.9,1332.42,550951338
2012-05-31,1331.25,1331.25,1310.76,1313.32,579641069
2012-06-01,1313.09,1319.74,1298.9,1310.33,940925358
2012-06-02,1309.87,1309.87,1277.25,1278.04,782220887
2012-06-05,1278.29,1282.55,1266.74,1278.18,635946385
2012-06-06,1277.82,1287.62,1274.16,1285.5,558438720
2012-06-07,1285.61,1315.13,1285.61,1315.13,652861283
2012-06-08,1316.15,1329.05,1312.68,1314.99,649344312
2012-06-09,1314.99,1325.81,1307.77,1325.66,527231293
2012-06-12,1325.72,1335.52,1307.73,1308.93,566392699
2012-06-13,1309.4,1324.31,1306.62,1324.18,573850932
2012-06-14,1324.02,1327.28,1310.51,1314.88,553876162
2012-06-15,1314.88,1333.68,1314.14,1329.1,608023508
2012-06-16,1329.19,1343.32,1329.19,1342.84,1141818297
2012-06-19,1342.42,1348.22,1334.46,1344.78,540693645
2012-06-20,1344.83,1363.46,1344.83,1357.98,586629773
2012-06-21,1358.04,1361.57,1346.45,1355.69,573023007
2012-06-22,1355.43,1358.27,1324.41,1325.51,677891678
2012-06-23,1325.92,1337.82,1325.92,1335.02,929041316
2012-06-26,1334.9,1334.9,1309.27,1313.72,596638856
2012-06-27,1314.09,1324.24,1310.3,1319.99,550335831
2012-06-28,1320.71,1334.4,1320.71,1331.85,499592326
2012-06-29,1331.52,1331.52,1313.29,1329.04,692430228
2012-06-30,1330.12,1362.17,1330.12,1362.16,852335491
2012-07-03,1362.33,1366.35,1355.7,1365.51,544915121
2012-07-04,1365.75,1374.81,1363.53,1374.02,333805962
2012-07-06,1373.72,1373.85,1363.02,1367.58,491316624
2012-07-07,1367.09,1367.09,1348.03,1354.68,473892776
2012-07-10,1354.66,1354.87,1346.65,1352.46,488550379
2012-07-11,1352.96,1361.54,1336.27,1341.47,557227621
2012-07-12,1341.4,1345.0,1333.25,1341.45,593546769
2012-07-13,1341.29,1341.29,1325.41,1334.76,597864299
2012-07-14,1334.81,1357.7,1334.81,1356.78,522326756
2012-07-17,1356.5,1357.26,1348.51,1353.64,460442491
2012-07-18,1353.68,1365.36,1345.07,1363.67,554028066
2012-07-19,1363.58,1375.26,1358.96,1372.78,573272738
2012-07-20,1373.01,1380.39,1371.21,1376.51,631244869
2012-07-21,1376.51,1376.51,1362.19,1362.66,851766884
2012-07-24,1362.34,1362.34,1337.56,1350.52,591487647
2012-07-25,1350.52,1351.53,1329.24,1338.31,616405681
2012-07-26,1338.35,1343.98,1331.5,1337.89,643149202
2012-07-27,1338.17,1363.13,1338.17,1360.02,705312389
2012-07-28,1360.05,1389.19,1360.05,1385.97,740576248
2012-07-31,1385.94,1391.74,1381.37,1385.3,484707674
2012-08-01,1385.27,1387.16,1379.17,1379.32,669729757
2012-08-02,1379.32,1385.03,1373.35,1375.14,692645751
2012-08-03,1375.13,1375.13,1354.65,1365.0,615875152
2012-08-04,1365.45,1394.16,1365.45,1390.99,551766926
2012-08-07,1391.04,1399.63,1391.04,1394.23,479861733
2012-08-08,1394.46,1407.14,1394.46,1401.35,519595386
2012-08-09,1401.23,1404.14,1396.13,1402.22,466719385
2012-08-10,1402.26,1405.95,1398.8,1402.8,448493509
2012-08-11,1402.58,1405.98,1395.62,1405.87,441987089
2012-08-14,1405.87,1405.87,1397.32,1404.11,380475523
2012-08-15,1404.36,1410.03,1400.6,1403.93,429520432
2012-08-16,1403.89,1407.73,1401.83,1405.53,419471154
2012-08-17,1405.57,1417.44,1404.15,1415.51,500153157
2012-08-18,1415.84,1418.71,1414.67,1418.16,585809152
2012-08-21,1417.85,1418.13,1412.12,1418.13,435135109
2012-08-22,1418.13,1426.68,1410.86,1413.17,506639699
2012-08-23,1413.09,1416.12,1406.78,1413.49,501633287
2012-08-24,1413.49,1413.49,1400.5,1402.08,451905114
2012-08-25,1401.99,1413.46,1398.04,1411.13,425661953
2012-08-28,1411.13,1416.17,1409.11,1410.44,414499366
2012-08-29,1410.44,1413.63,1405.59,1409.3,400891580
2012-08-30,1409.32,1413.95,1406.57,1410.49,391057394
2012-08-31,1410.08,1410.08,1397.01,1399.48,398456591
2012-09-01,1400.07,1413.09,1398.96,1406.58,566311056
2012-09-05,1406.54,1409.31,1396.56,1404.94,464461357
2012-09-06,1404.94,1408.81,1401.25,1403.44,468363922
2012-09-07,1403.74,1432.12,1403.74,1432.12,563049867
2012-09-08,1432.12,1437.92,1431.45,1437.92,540397282
2012-09-11,1437.92,1438.74,1428.98,1429.08,487014538
2012-09-12,1429.13,1437.76,1429.13,1433.56,520792853
2012-09-13,1433.56,1439.15,1432.99,1436.56,493270053
2012-09-14,1436.56,1463.76,1435.34,1459.99,608373240
2012-09-15,1460.07,1474.51,1460.07,1465.77,732027929
2012-09-18,1465.42,1465.63,1457.55,1461.19,517631769
2012-09-19,1461.19,1461.47,1456.13,1459.32,487005681
2012-09-20,1459.5,1465.15,1457.88,1461.05,514794246
2012-09-21,1461.05,1461.23,1449.98,1460.26,526569603
2012-09-22,1460.34,1467.07,1459.51,1460.15,1473948102
2012-09-25,1459.76,1460.72,1452.06,1456.89,490691036
2012-09-26,1456.94,1463.24,1441.59,1441.59,593072603
2012-09-27,1441.6,1441.6,1430.53,1433.32,535569919
2012-09-28,1433.36,1450.2,1433.36,1447.15,479755080
2012-09-29,1447.13,1447.13,1435.6,1440.67,628322964
2012-10-02,1440.9,1457.14,1440.9,1444.49,511947340
2012-10-03,1444.99,1451.52,1439.01,1445.75,457426374
2012-10-04,1446.05,1454.3,1441.99,1450.99,506553034
2012-10-05,1451.08,1463.14,1451.08,1461.4,496741833
2012-10-06,1461.4,1470.96,1456.89,1460.93,478514658
2012-10-09,1460.93,1460.93,1453.1,1455.88,350746873
2012-10-10,1455.9,1455.9,1441.18,1441.48,476218789
2012-10-11,1441.48,1442.52,1430.64,1432.56,453629169
2012-10-12,1432.82,1443.9,1432.82,1432.84,496857673
2012-10-13,1432.84,1438.43,1425.53,1428.59,513582409
2012-10-16,1428.75,1441.31,1427.24,1440.13,489333574
2012-10-17,1440.31,1455.51,1440.31,1454.92,484885417
2012-10-18,1454.22,1462.2,1453.35,1460.91,551740702
2012-10-19,1460.94,1464.02,1452.63,1457.34,565585517
2012-10-20,1457.34,1457.34,1429.85,1433.19,885609982
2012-10-23,1433.21,1435.46,1422.06,1433.82,511793048
2012-10-24,1433.74,1433.74,1407.56,1413.11,552734426
2012-10-25,1413.2,1420.04,1407.1,1408.75,541725506
2012-10-26,1409.74,1421.12,1405.14,1412.97,557434364
2012-10-27,1412.97,1417.09,1403.28,1411.94,605527345
2012-11-01,1410.99,1418.76,1405.95,1412.16,653602157
2012-11-02,1412.2,1428.35,1412.2,1427.59,599183333
2012-11-03,1427.59,1434.27,1412.91,1414.2,607515078
2012-11-06,1414.2,1419.9,1408.13,1417.26,459314757
2012-11-07,1417.26,1433.38,1417.26,1428.39,542763083
2012-11-08,1428.27,1428.27,1388.14,1394.53,692222492
2012-11-09,1394.53,1401.23,1377.51,1377.51,612832891
2012-11-10,1377.55,1391.39,1373.03,1379.85,575874033
2012-11-13,1379.86,1384.87,1377.19,1380.03,282625115
2012-11-14,1380.03,1388.81,1371.39,1374.53,551632267
2012-11-15,1374.64,1380.13,1352.5,1355.49,659656333
2012-11-16,1355.41,1360.62,1348.05,1353.33,602714906
2012-11-17,1353.36,1362.03,1343.35,1359.88,842559422
2012-11-20,1359.88,1386.89,1359.88,1386.89,563440897
2012-11-21,1386.82,1389.77,1377.04,1387.81,508090326
2012-11-22,1387.79,1391.25,1386.39,1391.03,392239769
2012-11-24,1391.03,1409.16,1391.03,1409.15,242179185
2012-11-27,1409.15,1409.15,1397.68,1406.29,505032802
2012-11-28,1406.29,1409.01,1398.03,1398.94,527017551
2012-11-29,1398.77,1410.31,1385.43,1409.93,552197619
2012-11-30,1409.96,1419.7,1409.04,1415.95,509860077
2012-12-01,1415.95,1418.86,1411.63,1416.18,836942757
2012-12-04,1416.34,1423.73,1408.46,1409.46,517130581
2012-12-05,1409.46,1413.14,1403.65,1407.05,534149838
2012-12-06,1407.05,1415.56,1398.23,1409.28,610203520
2012-12-07,1409.43,1413.95,1405.93,1413.94,502934878
2012-12-08,1413.95,1420.34,1410.9,1418.07,471402175
2012-12-11,1418.07,1421.64,1415.64,1418.55,468455866
2012-12-12,1418.55,1434.27,1418.55,1427.84,574978684
2012-12-13,1427.84,1438.59,1426.76,1428.48,550927260
2012-12-14,1428.48,1431.36,1416.0,1419.45,506508961
2012-12-15,1419.45,1419.45,1411.88,1413.58,517488402
2012-12-18,1413.54,1430.67,1413.54,1430.36,572655469
2012-12-19,1430.47,1448.0,1430.47,1446.79,642268901
2012-12-20,1446.79,1447.75,1435.8,1435.81,569536867
2012-12-21,1435.81,1443.7,1432.82,1443.69,511447268
2012-12-22,1443.67,1443.67,1422.58,1430.15,1514501882
2012-12-25,1430.15,1430.15,1424.66,1426.66,218666772
2012-12-27,1426.66,1429.42,1416.43,1419.83,355821215
2012-12-28,1419.83,1422.8,1401.8,1418.1,434249823
2012-12-29,1418.1,1418.1,1401.58,1402.43,397520580
2013-01-01,1402.43,1426.74,1398.11,1426.19,585218638
2013-01-03,1426.19,1462.43,1426.19,1462.42,665146596
2013-01-04,1462.42,1465.47,1455.53,1459.37,561263889
2013-01-05,1459.37,1467.94,1458.99,1466.47,489371018
2013-01-08,1466.47,1466.47,1456.62,1461.89,471486310
2013-01-09,1461.89,1461.89,1451.64,1457.15,532588001
2013-01-10,1457.15,1464.73,1457.15,1461.02,489881032
2013-01-11,1461.02,1472.3,1461.02,1472.12,544221628
2013-01-12,1472.12,1472.75,1467.58,1472.05,470769450
2013-01-15,1472.05,1472.05,1465.69,1470.68,480688321
2013-01-16,1470.67,1473.31,1463.76,1472.34,470708692
2013-01-17,1472.33,1473.96,1467.6,1472.63,485848013
2013-01-18,1472.63,1485.16,1472.63,1480.94,591465247
2013-01-19,1480.95,1485.98,1475.81,1485.98,920956704
2013-01-23,1485.98,1492.56,1481.16,1492.56,559020611
2013-01-24,1492.56,1496.13,1489.9,1494.81,479226746
2013-01-25,1494.81,1502.27,1489.46,1494.82,543482843
2013-01-26,1494.82,1503.26,1494.82,1502.96,559070252
2013-01-29,1502.96,1503.23,1496.33,1500.18,502845373
2013-01-30,1500.18,1509.35,1498.09,1507.84,562427253
2013-01-31,1507.84,1509.94,1500.11,1501.96,541017798
2013-02-01,1501.96,1504.19,1496.76,1498.11,712668320
2013-02-02,1498.11,1514.41,1498.11,1513.17,576498951
2013-02-05,1513.17,1513.17,1495.02,1495.71,566862215
2013-02-06,1495.71,1514.96,1495.71,1511.29,576457137
2013-02-07,1511.29,1512.53,1504.71,1512.12,543812172
2013-02-08,1512.12,1512.9,1498.49,1509.39,534511492
2013-02-09,1509.39,1518.31,1509.39,1517.93,459823897
2013-02-12,1517.93,1518.31,1513.61,1517.01,382890820
2013-02-13,1517.01,1522.29,1515.61,1519.43,469782616
2013-02-14,1519.43,1524.69,1515.93,1520.33,495489859
2013-02-15,1520.33,1523.14,1514.02,1521.38,524251240
2013-02-16,1521.38,1524.24,1514.14,1519.79,802927921
2013-02-20,1519.79,1530.94,1519.79,1530.94,558582520
2013-02-21,1530.94,1530.94,1511.41,1511.95,583104244
2013-02-22,1511.95,1511.95,1497.29,1502.42,588934800
2013-02-23,1502.42,1515.64,1502.42,1515.6,505050008
2013-02-26,1515.6,1525.84,1487.85,1487.85,627165719
2013-02-27,1487.85,1498.99,1485.01,1496.94,569354036
2013-02-28,1496.94,1520.08,1494.88,1515.99,479813638
2013-03-01,1515.99,1525.34,1514.46,1514.68,735425945
2013-03-02,1514.68,1519.99,1501.48,1518.2,522709592
2013-03-05,1518.2,1525.27,1512.29,1525.2,490188027
2013-03-06,1525.2,1543.47,1525.2,1539.79,499572045
2013-03-07,1539.79,1545.25,1538.11,1541.46,490727321
2013-03-08,1541.46,1545.78,1541.46,1544.26,489028320
2013-03-09,1544.26,1552.48,1542.94,1551.18,479459646
2013-03-12,1551.15,1556.27,1547.36,1556.22,437760770
2013-03-13,1556.22,1556.77,1548.24,1552.48,457795472
2013-03-14,1552.48,1556.39,1548.25,1554.52,409149242
2013-03-15,1554.52,1563.32,1554.52,1563.23,494834440
2013-03-16,1563.21,1563.62,1555.74,1560.7,1426617664
2013-03-19,1560.7,1560.7,1545.13,1552.1,495349239
2013-03-20,1552.1,1557.25,1538.57,1548.34,535005762
2013-03-21,1548.34,1561.56,1548.34,1558.71,499141513
2013-03-22,1558.71,1558.71,1543.55,1545.8,505315227
2013-03-23,1545.9,1557.74,1545.9,1556.89,491219513
2013-03-26,1556.89,1564.91,1546.22,1551.69,522845791
2013-03-27,1551.69,1563.95,1551.69,1563.77,404453361
2013-03-28,1563.75,1564.07,1551.9,1562.85,407533906
2013-03-29,1562.86,1570.28,1561.08,1569.19,661078345
2013-04-02,1569.18,1570.57,1558.47,1562.17,413574633
2013-04-03,1562.17,1573.66,1562.17,1570.25,462829254
2013-04-04,1570.25,1571.47,1549.8,1553.69,576828085
2013-04-05,1553.69,1562.6,1552.52,1559.98,471727792
2013-04-06,1559.98,1559.98,1539.5,1553.28,547925571
2013-04-09,1553.26,1563.07,1548.63,1563.07,448688780
2013-04-10,1563.11,1573.89,1560.92,1568.61,511134163
2013-04-11,1568.61,1589.07,1568.61,1587.73,510781746
2013-04-12,1587.73,1597.35,1586.17,1593.37,521191405
2013-04-13,1593.3,1593.3,1579.97,1588.85,529328351
2013-04-16,1588.84,1588.84,1552.28,1552.36,703753977
2013-04-17,1552.36,1575.35,1552.36,1574.57,548572474
2013-04-18,1574.57,1574.57,1543.69,1552.01,673253748
2013-04-19,1552.03,1554.38,1536.03,1541.61,615946809
2013-04-20,1541.61,1555.89,1539.4,1555.25,779256975
2013-04-23,1555.25,1565.55,1548.19,1562.5,509229661
2013-04-24,1562.5,1579.58,1562.5,1578.78,540531533
2013-04-25,1578.78,1583.0,1575.8,1578.79,562507741
2013-04-26,1578.93,1592.64,1578.93,1585.16,577887141
2013-04-27,1585.16,1585.78,1577.56,1582.24,543973868
2013-04-30,1582.34,1596.65,1582.34,1593.61,445706449
2013-05-01,1593.58,1597.57,1586.5,1597.57,669424591
2013-05-02,1597.55,1597.55,1581.28,1582.7,506555141
2013-05-03,1582.77,1598.6,1582.77,1597.59,457002297
2013-05-04,1597.6,1618.46,1597.6,1614.42,519254290
2013-05-07,1614.4,1619.77,1614.21,1617.5,469344916
2013-05-08,1617.55,1626.03,1616.64,1625.96,468629681
2013-05-09,1625.95,1632.78,1622.7,1632.69,497363362
2013-05-10,1632.69,1635.01,1623.09,1626.67,474292547
2013-05-11,1626.69,1633.7,1623.71,1633.7,463329504
2013-05-14,1632.1,1636.0,1626.74,1633.77,442421814
2013-05-15,1633.75,1651.1,1633.75,1650.34,518094775
2013-05-16,1649.13,1661.49,1646.68,1658.78,528246126
2013-05-17,1658.07,1660.51,1648.6,1650.47,548320441
2013-05-18,1652.45,1667.47,1652.45,1667.47,706870623
2013-05-21,1665.71,1672.84,1663.52,1666.29,476358866
2013-05-22,1666.2,1674.93,1662.67,1669.16,502430237
2013-05-23,1669.39,1687.18,1648.86,1655.35,671305164
2013-05-24,1651.62,1655.5,1636.42,1650.51,593566635
2013-05-25,1646.67,1649.78,1636.88,1649.6,438657692
2013-05-29,1652.63,1674.21,1652.63,1660.06,541921649
2013-05-30,1656.57,1656.57,1640.05,1648.36,497996151
2013-05-31,1649.14,1661.91,1648.61,1654.41,516664062
2013-06-01,1652.13,1658.99,1630.74,1630.74,856567862
2013-06-04,1631.71,1640.42,1622.72,1640.42,601528209
2013-06-05,1640.73,1646.53,1623.62,1631.38,558108009
2013-06-06,1629.05,1629.31,1607.09,1608.9,563821166
2013-06-07,1609.29,1622.56,1598.23,1622.56,603290950
2013-06-08,1625.27,1644.4,1625.27,1643.38,576780513
2013-06-11,1644.67,1648.69,1639.26,1642.81,434288257
2013-06-12,1638.64,1640.13,1622.92,1626.13,487178556
2013-06-13,1629.94,1637.71,1610.92,1612.52,488081341
2013-06-14,1612.15,1639.25,1608.07,1636.36,501745992
2013-06-15,1635.52,1640.8,1623.96,1626.73,449329656
2013-06-18,1630.64,1646.5,1630.34,1639.04,510038539
2013-06-19,1639.77,1654.19,1639.77,1651.81,461272711
2013-06-20,1651.83,1652.45,1628.91,1628.93,555541474
2013-06-21,1624.62,1624.62,1584.32,1588.19,768032499
2013-06-22,1588.62,1599.19,1577.7,1592.43,1507584988
2013-06-25,1588.77,1588.77,1560.33,1573.09,670781960
2013-06-26,1577.52,1593.79,1577.09,1588.03,591516776
2013-06-27,1592.27,1606.83,1592.27,1603.26,559626294
2013-06-28,1606.44,1620.07,1606.44,1613.2,510156894
2013-06-29,1611.12,1615.94,1601.06,1606.28,1063673872
2013-07-02,1609.78,1626.61,1609.78,1614.96,518229450
2013-07-03,1614.29,1624.26,1606.77,1614.08,520740703
2013-07-04,1611.48,1618.97,1604.57,1615.41,299429447
2013-07-06,1618.65,1632.07,1614.71,1631.89,422677488
2013-07-09,1634.2,1644.68,1634.2,1640.46,734963287
2013-07-10,1642.89,1654.18,1642.89,1652.32,507487363
2013-07-11,1651.56,1657.92,1647.66,1652.62,498099259
2013-07-12,1657.41,1676.63,1657.41,1675.02,554747454
2013-07-13,1675.26,1680.19,1672.33,1680.19,575988207
2013-07-16,1679.59,1684.51,1677.89,1682.5,414407779
2013-07-17,1682.7,1683.73,1671.84,1676.26,453247031
2013-07-18,1677.91,1684.75,1677.91,1680.91,497826157
2013-07-19,1681.05,1693.12,1681.05,1689.37,510857380
2013-07-20,1686.15,1692.09,1684.08,1692.09,754883734
2013-07-23,1694.41,1697.61,1690.67,1695.53,465020227
2013-07-24,1696.63,1698.78,1691.13,1692.39,438286642
2013-07-25,1696.06,1698.38,1682.57,1685.94,513599098
2013-07-26,1685.21,1690.94,1680.07,1690.25,501448525
2013-07-27,1687.31,1691.85,1676.03,1691.65,457342462
2013-07-30,1690.32,1690.92,1681.86,1685.33,411188572
2013-07-31,1687.92,1693.19,1682.42,1685.96,492159537
2013-08-01,1687.76,1698.43,1684.94,1685.73,649043003
2013-08-02,1689.42,1707.85,1689.42,1706.87,520234621
2013-08-03,1706.1,1709.67,1700.68,1709.67,494195191
2013-08-06,1708.01,1709.24,1703.55,1707.14,363477505
2013-08-07,1705.79,1705.79,1693.29,1697.37,446352879
2013-08-08,1695.3,1695.3,1684.91,1690.91,438513092
2013-08-09,1693.35,1700.18,1688.38,1697.48,446999022
2013-08-10,1696.1,1699.42,1686.02,1691.42,403394822
2013-08-13,1688.37,1691.49,1683.35,1689.47,369592978
2013-08-14,1690.65,1696.81,1682.62,1694.16,402378943
2013-08-15,1693.88,1695.52,1684.83,1685.39,409585650
2013-08-16,1679.61,1679.61,1658.59,1661.32,499350550
2013-08-17,1661.22,1663.6,1652.61,1655.83,639131548
2013-08-20,1655.25,1659.18,1645.84,1646.06,433606609
2013-08-21,1646.81,1658.92,1646.08,1652.35,428046238
2013-08-22,1650.66,1656.99,1639.43,1642.8,473475362
2013-08-23,1645.03,1659.55,1645.03,1656.96,623231864
2013-08-24,1659.92,1664.85,1654.81,1663.5,444289986
2013-08-27,1664.29,1669.51,1656.02,1656.78,409042111
2013-08-28,1652.54,1652.54,1629.05,1630.48,494832183
2013-08-29,1630.25,1641.18,1627.47,1634.96,430462905
2013-08-30,1633.5,1646.41,1630.88,1638.17,378212498
2013-08-31,1638.89,1640.08,1628.05,1632.97,531583597
2013-09-04,1635.95,1651.35,1633.41,1639.77,513959942
2013-09-05,1640.72,1655.72,1637.41,1653.08,524195755
2013-09-06,1653.28,1659.17,1653.07,1655.08,428637954
2013-09-07,1657.44,1664.83,1640.62,1655.17,484449018
2013-09-10,1656.85,1672.4,1656.85,1671.71,423765635
2013-09-11,1674.32,1684.09,1674.32,1683.99,489085437
2013-09-12,1681.04,1689.13,1678.7,1689.13,476835988
2013-09-13,1689.21,1689.97,1681.96,1683.42,441994478
2013-09-14,1685.04,1688.73,1682.22,1687.99,384106749
2013-09-17,1691.7,1704.95,1691.7,1697.6,446946320
2013-09-18,1697.73,1705.52,1697.73,1704.76,416785188
2013-09-19,1705.74,1729.44,1700.35,1725.52,568125672
2013-09-20,1727.34,1729.86,1720.2,1722.34,504375140
2013-09-21,1722.44,1725.23,1708.89,1709.91,1373852050
2013-09-24,1711.44,1711.44,1697.1,1701.84,501457903
2013-09-25,1702.6,1707.63,1694.9,1697.42,489428674
2013-09-26,1698.02,1701.71,1691.88,1692.77,460818212
2013-09-27,1694.05,1703.85,1693.11,1698.67,408875905
2013-09-28,1695.52,1695.52,1687.11,1691.75,464569001
2013-10-01,1687.26,1687.26,1674.99,1681.55,605954775
2013-10-02,1682.41,1696.55,1682.07,1695.0,440246050
2013-10-03,1691.9,1693.87,1680.34,1693.87,467281473
2013-10-04,1692.35,1692.35,1670.36,1678.66,482093933
2013-10-05,1678.79,1691.94,1677.33,1690.5,421107853
2013-10-08,1687.15,1687.15,1674.7,1676.12,413591458
2013-10-09,1676.22,1676.79,1655.03,1655.45,537021222
2013-10-10,1656.99,1662.47,1646.47,1656.4,548555844
2013-10-11,1660.88,1692.56,1660.88,1692.56,533384858
2013-10-12,1691.09,1703.44,1688.52,1703.2,470002109
2013-10-15,1699.86,1711.03,1692.13,1710.14,410558923
2013-10-16,1709.17,1711.57,1695.93,1698.06,499721523
2013-10-17,1700.49,1721.76,1700.49,1721.54,507676510
2013-10-18,1720.17,1733.45,1714.12,1733.15,522976965
2013-10-19,1736.72,1745.31,1735.74,1744.5,685297196
2013-10-22,1745.2,1747.79,1740.67,1744.66,484953359
2013-10-23,1746.48,1759.33,1746.48,1754.67,556149959
2013-10-24,1752.27,1752.27,1740.5,1746.38,520475057
2013-10-25,1747.48,1753.94,1745.5,1752.07,512871213
2013-10-26,1756.01,1759.82,1752.45,1759.77,528512452
2013-10-29,1759.42,1764.99,1757.67,1762.11,564005006
2013-10-30,1762.93,1772.09,1762.93,1771.95,479777414
2013-10-31,1772.27,1775.22,1757.24,1763.31,469583982
2013-11-01,1763.24,1768.53,1755.72,1756.54,624290933
